source_state,target_state,quantity_kcal,State,original_alt_trade_kcal,trade_alt_needed_clipped,scale_factor,optimized_trade_kcal
haryana,kerala,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,madhya pradesh,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,maharashtra,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,manipur,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,meghalaya,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,mizoram,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,nagaland,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,odisha,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,puducherry,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,punjab,30066276500.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,2906782361103.464
haryana,rajasthan,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,tamil nadu,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,telangana,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,tripura,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,uttar pradesh,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,uttarakhand,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
haryana,west bengal,0.0,haryana,36125846500.0,3492616499623.1343,96.67916015817468,0.0
himachal pradesh,andhra pradesh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,arunachal pradesh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,assam,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,bihar,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,chandigarh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,chhattisgarh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,daman and diu,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,delhi,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,goa,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,gujarat,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,haryana,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,jammu and kashmir,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,jharkhand,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,karnataka,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,kerala,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,madhya pradesh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,maharashtra,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,manipur,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,meghalaya,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,mizoram,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,nagaland,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,odisha,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,puducherry,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,punjab,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,rajasthan,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,tamil nadu,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,telangana,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,tripura,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,uttar pradesh,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,uttarakhand,0.0,himachal pradesh,0.0,0.0,0.0,0.0
himachal pradesh,west bengal,0.0,himachal pradesh,0.0,0.0,0.0,0.0
jammu and kashmir,andhra pradesh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,arunachal pradesh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,assam,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,bihar,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,chandigarh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,chhattisgarh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,daman and diu,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,delhi,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,goa,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,gujarat,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,haryana,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,himachal pradesh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,jharkhand,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,karnataka,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,kerala,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,madhya pradesh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,maharashtra,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,manipur,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,meghalaya,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,mizoram,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,nagaland,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,odisha,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,puducherry,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,punjab,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,rajasthan,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,tamil nadu,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,telangana,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,tripura,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,uttar pradesh,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,uttarakhand,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jammu and kashmir,west bengal,0.0,jammu and kashmir,0.0,53059144102.20037,0.0,0.0
jharkhand,andhra pradesh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,arunachal pradesh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,assam,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,bihar,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,chandigarh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,chhattisgarh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,daman and diu,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,delhi,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,goa,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,gujarat,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,haryana,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,himachal pradesh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,jammu and kashmir,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,karnataka,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,kerala,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,madhya pradesh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,maharashtra,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,manipur,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,meghalaya,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,mizoram,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,nagaland,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,odisha,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,puducherry,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,punjab,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,rajasthan,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,tamil nadu,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,telangana,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,tripura,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,uttar pradesh,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,uttarakhand,0.0,jharkhand,0.0,0.0,0.0,0.0
jharkhand,west bengal,0.0,jharkhand,0.0,0.0,0.0,0.0
karnataka,andhra pradesh,48226620000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,1478901841034.2214
karnataka,arunachal pradesh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,assam,6532760000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,200331493084.82993
karnataka,bihar,2861950000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,87763627721.53409
karnataka,chandigarh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,chhattisgarh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,daman and diu,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,delhi,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,goa,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,gujarat,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,haryana,5771415000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,176984334976.6689
karnataka,himachal pradesh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,jammu and kashmir,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,jharkhand,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,kerala,14685450000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,450339232594.28107
karnataka,madhya pradesh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,maharashtra,17036890000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,522447726722.2442
karnataka,manipur,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,meghalaya,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,mizoram,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,nagaland,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,odisha,14201460000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,435497352693.8826
karnataka,puducherry,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,punjab,5681910000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,174239603762.21167
karnataka,rajasthan,2847585000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,87323115304.39897
karnataka,tamil nadu,211553134000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,6487419590034.702
karnataka,telangana,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,tripura,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,uttar pradesh,0.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,0.0
karnataka,uttarakhand,8454355000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,259258500269.2885
karnataka,west bengal,17605965000.0,karnataka,355459494000.0,10900405213753.168,30.665674704846026,539898795554.9045
kerala,andhra pradesh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,arunachal pradesh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,assam,0.0,kerala,0.0,0.0,0.0,0.0
kerala,bihar,0.0,kerala,0.0,0.0,0.0,0.0
kerala,chandigarh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,chhattisgarh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,daman and diu,0.0,kerala,0.0,0.0,0.0,0.0
kerala,delhi,0.0,kerala,0.0,0.0,0.0,0.0
kerala,goa,0.0,kerala,0.0,0.0,0.0,0.0
kerala,gujarat,0.0,kerala,0.0,0.0,0.0,0.0
kerala,haryana,0.0,kerala,0.0,0.0,0.0,0.0
kerala,himachal pradesh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,jammu and kashmir,0.0,kerala,0.0,0.0,0.0,0.0
kerala,jharkhand,0.0,kerala,0.0,0.0,0.0,0.0
kerala,karnataka,0.0,kerala,0.0,0.0,0.0,0.0
kerala,madhya pradesh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,maharashtra,0.0,kerala,0.0,0.0,0.0,0.0
kerala,manipur,0.0,kerala,0.0,0.0,0.0,0.0
kerala,meghalaya,0.0,kerala,0.0,0.0,0.0,0.0
kerala,mizoram,0.0,kerala,0.0,0.0,0.0,0.0
kerala,nagaland,0.0,kerala,0.0,0.0,0.0,0.0
kerala,odisha,0.0,kerala,0.0,0.0,0.0,0.0
kerala,puducherry,0.0,kerala,0.0,0.0,0.0,0.0
kerala,punjab,0.0,kerala,0.0,0.0,0.0,0.0
kerala,rajasthan,0.0,kerala,0.0,0.0,0.0,0.0
kerala,tamil nadu,0.0,kerala,0.0,0.0,0.0,0.0
kerala,telangana,0.0,kerala,0.0,0.0,0.0,0.0
kerala,tripura,0.0,kerala,0.0,0.0,0.0,0.0
kerala,uttar pradesh,0.0,kerala,0.0,0.0,0.0,0.0
kerala,uttarakhand,0.0,kerala,0.0,0.0,0.0,0.0
kerala,west bengal,0.0,kerala,0.0,0.0,0.0,0.0
madhya pradesh,andhra pradesh,5575830000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,60080865867.28206
madhya pradesh,arunachal pradesh,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,assam,3717220000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,40053910578.18804
madhya pradesh,bihar,68894429500.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,742353511099.2301
madhya pradesh,chandigarh,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,chhattisgarh,30144400000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,324812925259.5035
madhya pradesh,daman and diu,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,delhi,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,goa,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,gujarat,11728470000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,126376993720.83467
madhya pradesh,haryana,109400525000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,1178816116763.825
madhya pradesh,himachal pradesh,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,jammu and kashmir,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,jharkhand,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,karnataka,14119690000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,152142945709.895
madhya pradesh,kerala,2937090000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,31647828274.917896
madhya pradesh,maharashtra,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,manipur,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,meghalaya,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,mizoram,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,nagaland,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,odisha,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,puducherry,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,punjab,334741735000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,3606920096329.3853
madhya pradesh,rajasthan,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,tamil nadu,181171800000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,1952168307630.2634
madhya pradesh,telangana,34810815000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,375094632861.07544
madhya pradesh,tripura,0.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,0.0
madhya pradesh,uttar pradesh,2923830000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,31504948689.02662
madhya pradesh,uttarakhand,374529363000.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,4035641047478.419
madhya pradesh,west bengal,67405994500.0,madhya pradesh,1242101192000.0,13383929407844.78,10.775232721815776,726315277582.9342
maharashtra,andhra pradesh,18822570000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,265450008465.9509
maharashtra,arunachal pradesh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,assam,5850975000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,82514840602.74803
maharashtra,bihar,23711090000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,334391586336.8777
maharashtra,chandigarh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,chhattisgarh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,daman and diu,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,delhi,1252834000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,17668405319.06276
maharashtra,goa,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,gujarat,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,haryana,39094900000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,551345620495.7933
maharashtra,himachal pradesh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,jammu and kashmir,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,jharkhand,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,karnataka,81739060000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,1152745569228.7964
maharashtra,kerala,5844345000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,82421339366.93755
maharashtra,madhya pradesh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,manipur,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,meghalaya,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,mizoram,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,nagaland,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,odisha,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,puducherry,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,punjab,37132420000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,523669254695.89136
maharashtra,rajasthan,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,tamil nadu,204894625000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,2889577775026.356
maharashtra,telangana,97321770000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,1372504640462.0264
maharashtra,tripura,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,uttar pradesh,0.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,0.0
maharashtra,uttarakhand,123008600000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,1734759595070.427
maharashtra,west bengal,25031350000.0,maharashtra,663704539000.0,9360059518781.975,14.102750499318153,353010883711.1075
manipur,andhra pradesh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,arunachal pradesh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,assam,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,bihar,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,chandigarh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,chhattisgarh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,daman and diu,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,delhi,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,goa,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,gujarat,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,haryana,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,himachal pradesh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,jammu and kashmir,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,jharkhand,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,karnataka,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,kerala,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,madhya pradesh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,maharashtra,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,meghalaya,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,mizoram,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,nagaland,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,odisha,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,puducherry,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,punjab,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,rajasthan,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,tamil nadu,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,telangana,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,tripura,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,uttar pradesh,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,uttarakhand,0.0,manipur,0.0,649147844102.114,0.0,0.0
manipur,west bengal,0.0,manipur,0.0,649147844102.114,0.0,0.0
meghalaya,andhra pradesh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,arunachal pradesh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,assam,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,bihar,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,chandigarh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,chhattisgarh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,daman and diu,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,delhi,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,goa,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,gujarat,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,haryana,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,himachal pradesh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,jammu and kashmir,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,jharkhand,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,karnataka,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,kerala,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,madhya pradesh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,maharashtra,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,manipur,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,mizoram,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,nagaland,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,odisha,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,puducherry,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,punjab,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,rajasthan,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,tamil nadu,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,telangana,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,tripura,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,uttar pradesh,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,uttarakhand,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
meghalaya,west bengal,0.0,meghalaya,0.0,344104379864.0202,0.0,0.0
mizoram,andhra pradesh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,arunachal pradesh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,assam,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,bihar,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,chandigarh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,chhattisgarh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,daman and diu,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,delhi,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,goa,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,gujarat,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,haryana,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,himachal pradesh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,jammu and kashmir,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,jharkhand,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,karnataka,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,kerala,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,madhya pradesh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,maharashtra,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,manipur,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,meghalaya,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,nagaland,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,odisha,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
